Thread,Positivity Scores
95,"{'neg': 0.085, 'neu': 0.888, 'pos': 0.027, 'compound': -0.5859}"
96,"{'neg': 0.112, 'neu': 0.744, 'pos': 0.144, 'compound': 0.1506}"
97,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
98,"{'neg': 0.0, 'neu': 0.745, 'pos': 0.255, 'compound': 0.34}"
99,"{'neg': 0.084, 'neu': 0.838, 'pos': 0.078, 'compound': -0.0644}"
100,"{'neg': 0.047, 'neu': 0.861, 'pos': 0.091, 'compound': 0.3612}"
101,"{'neg': 0.089, 'neu': 0.879, 'pos': 0.032, 'compound': -0.3716}"
102,"{'neg': 0.033, 'neu': 0.753, 'pos': 0.214, 'compound': 0.9046}"
103,"{'neg': 0.033, 'neu': 0.897, 'pos': 0.07, 'compound': 0.4215}"
104,"{'neg': 0.0, 'neu': 0.956, 'pos': 0.044, 'compound': 0.327}"
105,"{'neg': 0.0, 'neu': 0.751, 'pos': 0.249, 'compound': 0.8622}"
106,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
107,"{'neg': 0.107, 'neu': 0.771, 'pos': 0.121, 'compound': -0.0382}"
108,"{'neg': 0.034, 'neu': 0.88, 'pos': 0.086, 'compound': 0.8979}"
109,"{'neg': 0.038, 'neu': 0.899, 'pos': 0.063, 'compound': 0.504}"
110,"{'neg': 0.087, 'neu': 0.913, 'pos': 0.0, 'compound': -0.4329}"
111,"{'neg': 0.0, 'neu': 0.929, 'pos': 0.071, 'compound': 0.2263}"
112,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
113,"{'neg': 0.0, 'neu': 0.763, 'pos': 0.237, 'compound': 0.4215}"
114,"{'neg': 0.174, 'neu': 0.826, 'pos': 0.0, 'compound': -0.9243}"
115,"{'neg': 0.023, 'neu': 0.905, 'pos': 0.072, 'compound': 0.3353}"
116,"{'neg': 0.064, 'neu': 0.738, 'pos': 0.198, 'compound': 0.9208}"
117,"{'neg': 0.12, 'neu': 0.783, 'pos': 0.097, 'compound': -0.1531}"
118,"{'neg': 0.432, 'neu': 0.568, 'pos': 0.0, 'compound': -0.4215}"
119,"{'neg': 0.0, 'neu': 0.793, 'pos': 0.207, 'compound': 0.6124}"
120,"{'neg': 0.013, 'neu': 0.879, 'pos': 0.108, 'compound': 0.9062}"
121,"{'neg': 0.189, 'neu': 0.717, 'pos': 0.094, 'compound': -0.4404}"
122,"{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.2023}"
123,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
124,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
125,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
126,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.296}"
127,"{'neg': 0.0, 'neu': 0.871, 'pos': 0.129, 'compound': 0.5994}"
128,"{'neg': 0.062, 'neu': 0.929, 'pos': 0.008, 'compound': -0.7674}"
129,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
130,"{'neg': 0.071, 'neu': 0.929, 'pos': 0.0, 'compound': -0.296}"
131,"{'neg': 0.106, 'neu': 0.773, 'pos': 0.121, 'compound': 0.0772}"
132,"{'neg': 0.0, 'neu': 0.918, 'pos': 0.082, 'compound': 0.3612}"
133,"{'neg': 0.162, 'neu': 0.838, 'pos': 0.0, 'compound': -0.8765}"
134,"{'neg': 0.035, 'neu': 0.816, 'pos': 0.149, 'compound': 0.8316}"
135,"{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.4939}"
136,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
137,"{'neg': 0.02, 'neu': 0.948, 'pos': 0.031, 'compound': 0.168}"
138,"{'neg': 0.081, 'neu': 0.807, 'pos': 0.112, 'compound': 0.1779}"
139,"{'neg': 0.0, 'neu': 0.903, 'pos': 0.097, 'compound': 0.4404}"
140,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
141,"{'neg': 0.0, 'neu': 0.767, 'pos': 0.233, 'compound': 0.7263}"
142,"{'neg': 0.0, 'neu': 0.76, 'pos': 0.24, 'compound': 0.7644}"
143,"{'neg': 0.024, 'neu': 0.874, 'pos': 0.102, 'compound': 0.9226}"
144,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
145,"{'neg': 0.0, 'neu': 0.774, 'pos': 0.226, 'compound': 0.9638}"
146,"{'neg': 0.0, 'neu': 0.926, 'pos': 0.074, 'compound': 0.2481}"
147,"{'neg': 0.01, 'neu': 0.899, 'pos': 0.091, 'compound': 0.9704}"
148,"{'neg': 0.201, 'neu': 0.576, 'pos': 0.223, 'compound': 0.0772}"
149,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
150,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
151,"{'neg': 0.0, 'neu': 0.846, 'pos': 0.154, 'compound': 0.5349}"
152,"{'neg': 0.127, 'neu': 0.749, 'pos': 0.124, 'compound': -0.0811}"
153,"{'neg': 0.0, 'neu': 0.843, 'pos': 0.157, 'compound': 0.7717}"
154,"{'neg': 0.0, 'neu': 0.874, 'pos': 0.126, 'compound': 0.0772}"
155,"{'neg': 0.0, 'neu': 0.615, 'pos': 0.385, 'compound': 0.3612}"
156,"{'neg': 0.039, 'neu': 0.879, 'pos': 0.082, 'compound': 0.8763}"
157,"{'neg': 0.0, 'neu': 0.944, 'pos': 0.056, 'compound': 0.168}"
158,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
159,"{'neg': 0.082, 'neu': 0.918, 'pos': 0.0, 'compound': -0.3612}"
160,"{'neg': 0.0, 'neu': 0.643, 'pos': 0.357, 'compound': 0.6124}"
161,"{'neg': 0.0, 'neu': 0.882, 'pos': 0.118, 'compound': 0.4939}"
162,"{'neg': 0.0, 'neu': 0.748, 'pos': 0.252, 'compound': 0.6597}"
163,"{'neg': 0.0, 'neu': 0.815, 'pos': 0.185, 'compound': 0.3612}"
164,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
165,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
166,"{'neg': 0.0, 'neu': 0.707, 'pos': 0.293, 'compound': 0.4404}"
167,"{'neg': 0.123, 'neu': 0.877, 'pos': 0.0, 'compound': -0.6808}"
168,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
169,"{'neg': 0.0, 'neu': 0.899, 'pos': 0.101, 'compound': 0.714}"
170,"{'neg': 0.079, 'neu': 0.73, 'pos': 0.191, 'compound': 0.3802}"
171,"{'neg': 0.041, 'neu': 0.855, 'pos': 0.104, 'compound': 0.8409}"
172,"{'neg': 0.134, 'neu': 0.736, 'pos': 0.131, 'compound': -0.0258}"
173,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
174,"{'neg': 0.115, 'neu': 0.885, 'pos': 0.0, 'compound': -0.296}"
175,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
176,"{'neg': 0.039, 'neu': 0.943, 'pos': 0.018, 'compound': -0.1779}"
177,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
178,"{'neg': 0.097, 'neu': 0.794, 'pos': 0.109, 'compound': 0.6174}"
179,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
180,"{'neg': 0.105, 'neu': 0.7, 'pos': 0.194, 'compound': 0.68}"
181,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
182,"{'neg': 0.065, 'neu': 0.935, 'pos': 0.0, 'compound': -0.602}"
183,"{'neg': 0.0, 'neu': 0.925, 'pos': 0.075, 'compound': 0.4574}"
184,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
185,"{'neg': 0.0, 'neu': 0.932, 'pos': 0.068, 'compound': 0.2732}"
186,"{'neg': 0.128, 'neu': 0.872, 'pos': 0.0, 'compound': -0.4215}"
187,"{'neg': 0.0, 'neu': 0.761, 'pos': 0.239, 'compound': 0.8672}"
188,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
189,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
190,"{'neg': 0.202, 'neu': 0.639, 'pos': 0.16, 'compound': -0.168}"
191,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
192,"{'neg': 0.0, 'neu': 0.876, 'pos': 0.124, 'compound': 0.34}"
193,"{'neg': 0.122, 'neu': 0.878, 'pos': 0.0, 'compound': -0.3595}"
194,"{'neg': 0.049, 'neu': 0.856, 'pos': 0.095, 'compound': 0.3612}"
195,"{'neg': 0.0, 'neu': 0.88, 'pos': 0.12, 'compound': 0.504}"
196,"{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.4404}"
197,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
198,"{'neg': 0.129, 'neu': 0.765, 'pos': 0.106, 'compound': 0.3036}"
199,"{'neg': 0.097, 'neu': 0.903, 'pos': 0.0, 'compound': -0.3506}"
200,"{'neg': 0.069, 'neu': 0.748, 'pos': 0.183, 'compound': 0.6072}"
201,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
202,"{'neg': 0.0, 'neu': 0.885, 'pos': 0.115, 'compound': 0.7399}"
203,"{'neg': 0.259, 'neu': 0.673, 'pos': 0.068, 'compound': -0.6872}"
204,"{'neg': 0.0, 'neu': 0.941, 'pos': 0.059, 'compound': 0.25}"
205,"{'neg': 0.025, 'neu': 0.938, 'pos': 0.037, 'compound': 0.224}"
206,"{'neg': 0.107, 'neu': 0.834, 'pos': 0.059, 'compound': -0.5919}"
207,"{'neg': 0.0, 'neu': 0.933, 'pos': 0.067, 'compound': 0.7839}"
208,"{'neg': 0.042, 'neu': 0.909, 'pos': 0.049, 'compound': -0.0798}"
209,"{'neg': 0.0, 'neu': 0.865, 'pos': 0.135, 'compound': 0.6486}"
210,"{'neg': 0.0, 'neu': 0.714, 'pos': 0.286, 'compound': 0.4215}"
211,"{'neg': 0.0, 'neu': 0.645, 'pos': 0.355, 'compound': 0.7717}"
212,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
213,"{'neg': 0.08, 'neu': 0.92, 'pos': 0.0, 'compound': -0.4215}"
214,"{'neg': 0.042, 'neu': 0.93, 'pos': 0.028, 'compound': 0.2505}"
215,"{'neg': 0.0, 'neu': 0.215, 'pos': 0.785, 'compound': 0.8066}"
216,"{'neg': 0.012, 'neu': 0.919, 'pos': 0.069, 'compound': 0.8029}"
217,"{'neg': 0.032, 'neu': 0.968, 'pos': 0.0, 'compound': -0.3859}"
218,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
219,"{'neg': 0.0, 'neu': 0.915, 'pos': 0.085, 'compound': 0.7482}"
220,"{'neg': 0.104, 'neu': 0.896, 'pos': 0.0, 'compound': -0.3612}"
221,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
222,"{'neg': 0.098, 'neu': 0.859, 'pos': 0.043, 'compound': -0.3939}"
223,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
224,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
225,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
226,"{'neg': 0.0, 'neu': 0.756, 'pos': 0.244, 'compound': 0.4404}"
227,"{'neg': 0.0, 'neu': 0.915, 'pos': 0.085, 'compound': 0.0772}"
228,"{'neg': 0.091, 'neu': 0.909, 'pos': 0.0, 'compound': -0.4767}"
229,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}"
230,"{'neg': 0.0, 'neu': 0.978, 'pos': 0.022, 'compound': 0.0772}"
231,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
232,"{'neg': 0.125, 'neu': 0.793, 'pos': 0.083, 'compound': 0.2033}"
233,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
234,"{'neg': 0.051, 'neu': 0.893, 'pos': 0.056, 'compound': 0.2272}"
235,"{'neg': 0.0, 'neu': 0.958, 'pos': 0.042, 'compound': 0.4199}"
236,"{'neg': 0.0, 'neu': 0.865, 'pos': 0.135, 'compound': 0.8349}"
237,"{'neg': 0.059, 'neu': 0.941, 'pos': 0.0, 'compound': -0.1431}"
238,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
239,"{'neg': 0.026, 'neu': 0.974, 'pos': 0.0, 'compound': -0.4098}"
240,"{'neg': 0.0, 'neu': 0.906, 'pos': 0.094, 'compound': 0.2732}"
241,"{'neg': 0.034, 'neu': 0.869, 'pos': 0.097, 'compound': 0.8059}"
242,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
243,"{'neg': 0.035, 'neu': 0.789, 'pos': 0.176, 'compound': 0.9889}"
244,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
245,"{'neg': 0.0, 'neu': 0.926, 'pos': 0.074, 'compound': 0.6597}"
246,"{'neg': 0.022, 'neu': 0.936, 'pos': 0.043, 'compound': 0.2023}"
247,"{'neg': 0.07, 'neu': 0.802, 'pos': 0.127, 'compound': 0.5719}"
248,"{'neg': 0.0, 'neu': 0.838, 'pos': 0.162, 'compound': 0.4019}"
249,"{'neg': 0.131, 'neu': 0.825, 'pos': 0.044, 'compound': -0.3847}"
250,"{'neg': 0.0, 'neu': 0.967, 'pos': 0.033, 'compound': 0.0772}"
251,"{'neg': 0.023, 'neu': 0.954, 'pos': 0.023, 'compound': 0.0}"
252,"{'neg': 0.033, 'neu': 0.87, 'pos': 0.097, 'compound': 0.5514}"
253,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
254,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
255,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
256,"{'neg': 0.0, 'neu': 0.569, 'pos': 0.431, 'compound': 0.6476}"
257,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
258,"{'neg': 0.099, 'neu': 0.901, 'pos': 0.0, 'compound': -0.6178}"
259,"{'neg': 0.0, 'neu': 0.969, 'pos': 0.031, 'compound': 0.0772}"
260,"{'neg': 0.0, 'neu': 0.925, 'pos': 0.075, 'compound': 0.6369}"
261,"{'neg': 0.0, 'neu': 0.421, 'pos': 0.579, 'compound': 0.6705}"
262,"{'neg': 0.067, 'neu': 0.863, 'pos': 0.071, 'compound': 0.0258}"
263,"{'neg': 0.0, 'neu': 0.828, 'pos': 0.172, 'compound': 0.7845}"
264,"{'neg': 0.0, 'neu': 0.889, 'pos': 0.111, 'compound': 0.3612}"
265,"{'neg': 0.0, 'neu': 0.92, 'pos': 0.08, 'compound': 0.2523}"
266,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
267,"{'neg': 0.072, 'neu': 0.928, 'pos': 0.0, 'compound': -0.1027}"
268,"{'neg': 0.025, 'neu': 0.885, 'pos': 0.091, 'compound': 0.5273}"
269,"{'neg': 0.082, 'neu': 0.754, 'pos': 0.164, 'compound': 0.5994}"
270,"{'neg': 0.087, 'neu': 0.913, 'pos': 0.0, 'compound': -0.6908}"
271,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
272,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
273,"{'neg': 0.0, 'neu': 0.969, 'pos': 0.031, 'compound': 0.3612}"
274,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
275,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
276,"{'neg': 0.0, 'neu': 0.541, 'pos': 0.459, 'compound': 0.6249}"
277,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
278,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
279,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
280,"{'neg': 0.031, 'neu': 0.938, 'pos': 0.031, 'compound': 0.0}"
281,"{'neg': 0.0, 'neu': 0.831, 'pos': 0.169, 'compound': 0.9377}"
282,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
283,"{'neg': 0.0, 'neu': 0.816, 'pos': 0.184, 'compound': 0.4019}"
284,"{'neg': 0.0, 'neu': 0.807, 'pos': 0.193, 'compound': 0.5106}"
285,"{'neg': 0.024, 'neu': 0.894, 'pos': 0.083, 'compound': 0.9287}"
286,"{'neg': 0.0, 'neu': 0.967, 'pos': 0.033, 'compound': 0.3612}"
287,"{'neg': 0.0, 'neu': 0.522, 'pos': 0.478, 'compound': 0.6697}"
288,"{'neg': 0.0, 'neu': 0.92, 'pos': 0.08, 'compound': 0.5023}"
289,"{'neg': 0.104, 'neu': 0.67, 'pos': 0.227, 'compound': 0.6908}"
290,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
291,"{'neg': 0.0, 'neu': 0.896, 'pos': 0.104, 'compound': 0.8823}"
292,"{'neg': 0.0, 'neu': 0.828, 'pos': 0.172, 'compound': 0.4404}"
293,"{'neg': 0.0, 'neu': 0.895, 'pos': 0.105, 'compound': 0.8621}"
294,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
295,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
296,"{'neg': 0.05, 'neu': 0.95, 'pos': 0.0, 'compound': -0.5499}"
297,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
298,"{'neg': 0.126, 'neu': 0.747, 'pos': 0.126, 'compound': 0.0}"
299,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
300,"{'neg': 0.0, 'neu': 0.615, 'pos': 0.385, 'compound': 0.3612}"
301,"{'neg': 0.0, 'neu': 0.69, 'pos': 0.31, 'compound': 0.4019}"
302,"{'neg': 0.0, 'neu': 0.88, 'pos': 0.12, 'compound': 0.0951}"
303,"{'neg': 0.0, 'neu': 0.85, 'pos': 0.15, 'compound': 0.3182}"
304,"{'neg': 0.018, 'neu': 0.956, 'pos': 0.026, 'compound': 0.185}"
305,"{'neg': 0.078, 'neu': 0.794, 'pos': 0.127, 'compound': 0.6858}"
306,"{'neg': 0.052, 'neu': 0.925, 'pos': 0.023, 'compound': -0.4215}"
