Thread,Sentiment Scores,Label,Positive Score
31,"{'neg': 0.069, 'neu': 0.899, 'pos': 0.032, 'compound': -0.4854}",neu,0.032
32,"{'neg': 0.0, 'neu': 0.928, 'pos': 0.072, 'compound': 0.3612}",neu,0.072
33,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,0.0
34,"{'neg': 0.062, 'neu': 0.866, 'pos': 0.073, 'compound': -0.2824}",neu,0.073
35,"{'neg': 0.0, 'neu': 0.547, 'pos': 0.453, 'compound': 0.7003}",neu,0.453
36,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,0.0
37,"{'neg': 0.056, 'neu': 0.906, 'pos': 0.038, 'compound': -0.5191}",neu,0.038
38,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,0.0
39,"{'neg': 0.164, 'neu': 0.577, 'pos': 0.259, 'compound': 0.4848}",neu,0.259
40,"{'neg': 0.0, 'neu': 0.948, 'pos': 0.052, 'compound': 0.504}",neu,0.052
41,"{'neg': 0.167, 'neu': 0.833, 'pos': 0.0, 'compound': -0.7027}",neu,0.0
42,"{'neg': 0.219, 'neu': 0.477, 'pos': 0.304, 'compound': 0.2244}",neu,0.304
43,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,0.0
44,"{'neg': 0.035, 'neu': 0.775, 'pos': 0.19, 'compound': 0.7351}",neu,0.19
45,"{'neg': 0.0, 'neu': 0.82, 'pos': 0.18, 'compound': 0.4329}",neu,0.18
46,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,0.0
47,"{'neg': 0.0, 'neu': 0.797, 'pos': 0.203, 'compound': 0.8466}",neu,0.203
48,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",pos,0.744
49,"{'neg': 0.039, 'neu': 0.838, 'pos': 0.123, 'compound': 0.6124}",neu,0.123
50,"{'neg': 0.0, 'neu': 0.931, 'pos': 0.069, 'compound': 0.25}",neu,0.069
51,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,0.0
52,"{'neg': 0.052, 'neu': 0.785, 'pos': 0.162, 'compound': 0.7083}",neu,0.162
53,"{'neg': 0.0, 'neu': 0.873, 'pos': 0.127, 'compound': 0.4404}",neu,0.127
54,"{'neg': 0.0, 'neu': 0.635, 'pos': 0.365, 'compound': 0.3182}",neu,0.365
55,"{'neg': 0.0, 'neu': 0.719, 'pos': 0.281, 'compound': 0.9434}",neu,0.281
56,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,0.0
57,"{'neg': 0.0, 'neu': 0.704, 'pos': 0.296, 'compound': 0.2732}",neu,0.296
58,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,0.0
59,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,0.0
60,"{'neg': 0.088, 'neu': 0.806, 'pos': 0.107, 'compound': 0.0511}",neu,0.107
61,"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.6124}",neu,0.167
62,"{'neg': 0.017, 'neu': 0.937, 'pos': 0.046, 'compound': 0.2846}",neu,0.046
63,"{'neg': 0.089, 'neu': 0.766, 'pos': 0.145, 'compound': 0.34}",neu,0.145
64,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,0.0
65,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,0.0
66,"{'neg': 0.068, 'neu': 0.839, 'pos': 0.093, 'compound': 0.5283}",neu,0.093
67,"{'neg': 0.083, 'neu': 0.878, 'pos': 0.039, 'compound': -0.3612}",neu,0.039
68,"{'neg': 0.199, 'neu': 0.709, 'pos': 0.092, 'compound': -0.8131}",neu,0.092
69,"{'neg': 0.0, 'neu': 0.724, 'pos': 0.276, 'compound': 0.9521}",neu,0.276
70,"{'neg': 0.043, 'neu': 0.661, 'pos': 0.296, 'compound': 0.8378}",neu,0.296
71,"{'neg': 0.138, 'neu': 0.769, 'pos': 0.092, 'compound': -0.2263}",neu,0.092
72,"{'neg': 0.155, 'neu': 0.352, 'pos': 0.493, 'compound': 0.7003}",pos,0.493
73,"{'neg': 0.0, 'neu': 0.818, 'pos': 0.182, 'compound': 0.4404}",neu,0.182
74,"{'neg': 0.171, 'neu': 0.829, 'pos': 0.0, 'compound': -0.4767}",neu,0.0
75,"{'neg': 0.087, 'neu': 0.811, 'pos': 0.101, 'compound': 0.1154}",neu,0.101
76,"{'neg': 0.073, 'neu': 0.825, 'pos': 0.103, 'compound': -0.1053}",neu,0.103
77,"{'neg': 0.0, 'neu': 0.885, 'pos': 0.115, 'compound': 0.6683}",neu,0.115
78,"{'neg': 0.131, 'neu': 0.869, 'pos': 0.0, 'compound': -0.8423}",neu,0.0
79,"{'neg': 0.0, 'neu': 0.825, 'pos': 0.175, 'compound': 0.6249}",neu,0.175
80,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,0.0
81,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,0.0
82,"{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.3939}",neu,0.073
83,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,0.0
84,"{'neg': 0.057, 'neu': 0.943, 'pos': 0.0, 'compound': -0.4137}",neu,0.0
85,"{'neg': 0.045, 'neu': 0.779, 'pos': 0.176, 'compound': 0.7476}",neu,0.176
86,"{'neg': 0.0, 'neu': 0.855, 'pos': 0.145, 'compound': 0.6249}",neu,0.145
87,"{'neg': 0.0, 'neu': 0.89, 'pos': 0.11, 'compound': 0.836}",neu,0.11
88,"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.8313}",neu,0.167
89,"{'neg': 0.008, 'neu': 0.992, 'pos': 0.0, 'compound': -0.0516}",neu,0.0
90,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,0.0
91,"{'neg': 0.0, 'neu': 0.932, 'pos': 0.068, 'compound': 0.2732}",neu,0.068
92,"{'neg': 0.133, 'neu': 0.835, 'pos': 0.032, 'compound': -0.8577}",neu,0.032
93,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,0.0
94,"{'neg': 0.0, 'neu': 0.842, 'pos': 0.158, 'compound': 0.926}",neu,0.158
95,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,0.0
96,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,0.0
97,"{'neg': 0.0, 'neu': 0.866, 'pos': 0.134, 'compound': 0.5023}",neu,0.134
98,"{'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.7177}",pos,0.545
99,"{'neg': 0.043, 'neu': 0.798, 'pos': 0.16, 'compound': 0.7391}",neu,0.16
100,"{'neg': 0.0, 'neu': 0.687, 'pos': 0.313, 'compound': 0.6249}",neu,0.313
101,"{'neg': 0.0, 'neu': 0.286, 'pos': 0.714, 'compound': 0.3612}",pos,0.714
102,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,0.0
103,"{'neg': 0.0, 'neu': 0.828, 'pos': 0.172, 'compound': 0.4019}",neu,0.172
104,"{'neg': 0.047, 'neu': 0.855, 'pos': 0.097, 'compound': 0.343}",neu,0.097
105,"{'neg': 0.062, 'neu': 0.938, 'pos': 0.0, 'compound': -0.2924}",neu,0.0
106,"{'neg': 0.0, 'neu': 0.824, 'pos': 0.176, 'compound': 0.4939}",neu,0.176
107,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,0.0
108,"{'neg': 0.241, 'neu': 0.759, 'pos': 0.0, 'compound': -0.8674}",neu,0.0
109,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,0.0
110,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,0.0
111,"{'neg': 0.0, 'neu': 0.799, 'pos': 0.201, 'compound': 0.8313}",neu,0.201
112,"{'neg': 0.0, 'neu': 0.848, 'pos': 0.152, 'compound': 0.3612}",neu,0.152
113,"{'neg': 0.0, 'neu': 0.868, 'pos': 0.132, 'compound': 0.4404}",neu,0.132
114,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,0.0
115,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,0.0
116,"{'neg': 0.065, 'neu': 0.816, 'pos': 0.118, 'compound': 0.3182}",neu,0.118
117,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,0.0
118,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,0.0
119,"{'neg': 0.125, 'neu': 0.823, 'pos': 0.052, 'compound': -0.9113}",neu,0.052
120,"{'neg': 0.0, 'neu': 0.946, 'pos': 0.054, 'compound': 0.2732}",neu,0.054
121,"{'neg': 0.0, 'neu': 0.857, 'pos': 0.143, 'compound': 0.7717}",neu,0.143
122,"{'neg': 0.189, 'neu': 0.811, 'pos': 0.0, 'compound': -0.5423}",neu,0.0
123,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,0.0
124,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,0.0
125,"{'neg': 0.0, 'neu': 0.896, 'pos': 0.104, 'compound': 0.5267}",neu,0.104
126,"{'neg': 0.0, 'neu': 0.818, 'pos': 0.182, 'compound': 0.4588}",neu,0.182
127,"{'neg': 0.189, 'neu': 0.811, 'pos': 0.0, 'compound': -0.5994}",neu,0.0
128,"{'neg': 0.0, 'neu': 0.948, 'pos': 0.052, 'compound': 0.34}",neu,0.052
129,"{'neg': 0.0, 'neu': 0.912, 'pos': 0.088, 'compound': 0.3612}",neu,0.088
130,"{'neg': 0.0, 'neu': 0.94, 'pos': 0.06, 'compound': 0.3612}",neu,0.06
131,"{'neg': 0.0, 'neu': 0.756, 'pos': 0.244, 'compound': 0.4404}",neu,0.244
132,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,0.0
133,"{'neg': 0.112, 'neu': 0.698, 'pos': 0.19, 'compound': 0.6668}",neu,0.19
134,"{'neg': 0.0, 'neu': 0.808, 'pos': 0.192, 'compound': 0.7469}",neu,0.192
135,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,0.0
136,"{'neg': 0.0, 'neu': 0.905, 'pos': 0.095, 'compound': 0.4497}",neu,0.095
137,"{'neg': 0.0, 'neu': 0.935, 'pos': 0.065, 'compound': 0.5574}",neu,0.065
138,"{'neg': 0.0, 'neu': 0.869, 'pos': 0.131, 'compound': 0.4859}",neu,0.131
139,"{'neg': 0.134, 'neu': 0.78, 'pos': 0.085, 'compound': -0.1779}",neu,0.085
140,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,0.0
141,"{'neg': 0.0, 'neu': 0.876, 'pos': 0.124, 'compound': 0.6072}",neu,0.124
142,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,0.0
143,"{'neg': 0.0, 'neu': 0.937, 'pos': 0.063, 'compound': 0.3612}",neu,0.063
144,"{'neg': 0.157, 'neu': 0.843, 'pos': 0.0, 'compound': -0.4215}",neu,0.0
145,"{'neg': 0.054, 'neu': 0.88, 'pos': 0.066, 'compound': 0.0387}",neu,0.066
146,"{'neg': 0.0, 'neu': 0.914, 'pos': 0.086, 'compound': 0.5267}",neu,0.086
147,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,0.0
148,"{'neg': 0.0, 'neu': 0.723, 'pos': 0.277, 'compound': 0.5574}",neu,0.277
149,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",pos,0.744
150,"{'neg': 0.0, 'neu': 0.875, 'pos': 0.125, 'compound': 0.4329}",neu,0.125
151,"{'neg': 0.071, 'neu': 0.929, 'pos': 0.0, 'compound': -0.3612}",neu,0.0
152,"{'neg': 0.121, 'neu': 0.762, 'pos': 0.117, 'compound': -0.0258}",neu,0.117
153,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,0.0
154,"{'neg': 0.0, 'neu': 0.828, 'pos': 0.172, 'compound': 0.4404}",neu,0.172
155,"{'neg': 0.08, 'neu': 0.92, 'pos': 0.0, 'compound': -0.4434}",neu,0.0
156,"{'neg': 0.0, 'neu': 0.905, 'pos': 0.095, 'compound': 0.5204}",neu,0.095
157,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,0.0
158,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,0.0
159,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,0.0
160,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,0.0
161,"{'neg': 0.0, 'neu': 0.577, 'pos': 0.423, 'compound': 0.296}",neu,0.423
162,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,0.0
163,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,0.0
164,"{'neg': 0.041, 'neu': 0.763, 'pos': 0.196, 'compound': 0.9083}",neu,0.196
165,"{'neg': 0.112, 'neu': 0.819, 'pos': 0.069, 'compound': -0.3291}",neu,0.069
166,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,0.0
167,"{'neg': 0.081, 'neu': 0.899, 'pos': 0.02, 'compound': -0.6046}",neu,0.02
168,"{'neg': 0.0, 'neu': 0.871, 'pos': 0.129, 'compound': 0.7351}",neu,0.129
169,"{'neg': 0.081, 'neu': 0.879, 'pos': 0.039, 'compound': -0.3818}",neu,0.039
170,"{'neg': 0.0, 'neu': 0.934, 'pos': 0.066, 'compound': 0.4606}",neu,0.066
171,"{'neg': 0.0, 'neu': 0.918, 'pos': 0.082, 'compound': 0.3612}",neu,0.082
172,"{'neg': 0.0, 'neu': 0.853, 'pos': 0.147, 'compound': 0.7747}",neu,0.147
173,"{'neg': 0.183, 'neu': 0.817, 'pos': 0.0, 'compound': -0.7227}",neu,0.0
174,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,0.0
175,"{'neg': 0.033, 'neu': 0.889, 'pos': 0.078, 'compound': 0.6369}",neu,0.078
176,"{'neg': 0.04, 'neu': 0.807, 'pos': 0.153, 'compound': 0.7687}",neu,0.153
177,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,0.0
178,"{'neg': 0.072, 'neu': 0.773, 'pos': 0.155, 'compound': 0.4767}",neu,0.155
179,"{'neg': 0.0, 'neu': 0.909, 'pos': 0.091, 'compound': 0.0772}",neu,0.091
180,"{'neg': 0.0, 'neu': 0.909, 'pos': 0.091, 'compound': 0.4023}",neu,0.091
181,"{'neg': 0.0, 'neu': 0.919, 'pos': 0.081, 'compound': 0.7906}",neu,0.081
182,"{'neg': 0.0, 'neu': 0.773, 'pos': 0.227, 'compound': 0.7319}",neu,0.227
183,"{'neg': 0.012, 'neu': 0.847, 'pos': 0.141, 'compound': 0.9369}",neu,0.141
184,"{'neg': 0.043, 'neu': 0.835, 'pos': 0.122, 'compound': 0.5965}",neu,0.122
185,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,0.0
186,"{'neg': 0.031, 'neu': 0.969, 'pos': 0.0, 'compound': -0.2263}",neu,0.0
187,"{'neg': 0.0, 'neu': 0.763, 'pos': 0.237, 'compound': 0.8441}",neu,0.237
188,"{'neg': 0.053, 'neu': 0.879, 'pos': 0.068, 'compound': 0.2373}",neu,0.068
189,"{'neg': 0.487, 'neu': 0.513, 'pos': 0.0, 'compound': -0.2263}",neu,0.0
190,"{'neg': 0.0, 'neu': 0.88, 'pos': 0.12, 'compound': 0.7269}",neu,0.12
191,"{'neg': 0.055, 'neu': 0.854, 'pos': 0.091, 'compound': 0.4126}",neu,0.091
192,"{'neg': 0.192, 'neu': 0.784, 'pos': 0.025, 'compound': -0.8957}",neu,0.025
193,"{'neg': 0.0, 'neu': 0.62, 'pos': 0.38, 'compound': 0.9201}",neu,0.38
194,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,0.0
195,"{'neg': 0.06, 'neu': 0.828, 'pos': 0.112, 'compound': 0.4956}",neu,0.112
196,"{'neg': 0.104, 'neu': 0.667, 'pos': 0.229, 'compound': 0.4588}",neu,0.229
197,"{'neg': 0.0, 'neu': 0.921, 'pos': 0.079, 'compound': 0.3612}",neu,0.079
198,"{'neg': 0.0, 'neu': 0.842, 'pos': 0.158, 'compound': 0.644}",neu,0.158
199,"{'neg': 0.039, 'neu': 0.906, 'pos': 0.055, 'compound': 0.2247}",neu,0.055
200,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,0.0
201,"{'neg': 0.0, 'neu': 0.488, 'pos': 0.512, 'compound': 0.743}",pos,0.512
202,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,0.0
203,"{'neg': 0.655, 'neu': 0.345, 'pos': 0.0, 'compound': -0.2263}",neg,0.0
204,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,0.0
205,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,0.0
206,"{'neg': 0.061, 'neu': 0.939, 'pos': 0.0, 'compound': -0.4215}",neu,0.0
207,"{'neg': 0.031, 'neu': 0.962, 'pos': 0.007, 'compound': -0.6692}",neu,0.007
208,"{'neg': 0.081, 'neu': 0.83, 'pos': 0.09, 'compound': 0.1371}",neu,0.09
209,"{'neg': 0.04, 'neu': 0.793, 'pos': 0.167, 'compound': 0.5911}",neu,0.167
210,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,0.0
211,"{'neg': 0.0, 'neu': 0.872, 'pos': 0.128, 'compound': 0.3612}",neu,0.128
212,"{'neg': 0.082, 'neu': 0.871, 'pos': 0.047, 'compound': -0.4215}",neu,0.047
213,"{'neg': 0.052, 'neu': 0.85, 'pos': 0.098, 'compound': 0.4404}",neu,0.098
214,"{'neg': 0.0, 'neu': 0.847, 'pos': 0.153, 'compound': 0.4019}",neu,0.153
215,"{'neg': 0.0, 'neu': 0.534, 'pos': 0.466, 'compound': 0.5399}",neu,0.466
216,"{'neg': 0.0, 'neu': 0.859, 'pos': 0.141, 'compound': 0.5574}",neu,0.141
217,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,0.0
218,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,0.0
219,"{'neg': 0.05, 'neu': 0.872, 'pos': 0.078, 'compound': 0.2263}",neu,0.078
220,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,0.0
221,"{'neg': 0.0, 'neu': 0.518, 'pos': 0.482, 'compound': 0.4199}",neu,0.482
222,"{'neg': 0.0, 'neu': 0.649, 'pos': 0.351, 'compound': 0.4019}",neu,0.351
223,"{'neg': 0.0, 'neu': 0.762, 'pos': 0.238, 'compound': 0.8176}",neu,0.238
224,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,0.0
225,"{'neg': 0.158, 'neu': 0.823, 'pos': 0.019, 'compound': -0.9098}",neu,0.019
226,"{'neg': 0.0, 'neu': 0.979, 'pos': 0.021, 'compound': 0.1901}",neu,0.021
227,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,0.0
228,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,0.0
229,"{'neg': 0.151, 'neu': 0.667, 'pos': 0.182, 'compound': 0.1298}",neu,0.182
230,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,0.0
231,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,0.0
232,"{'neg': 0.2, 'neu': 0.8, 'pos': 0.0, 'compound': -0.8591}",neu,0.0
233,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,0.0
234,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,0.0
235,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",pos,0.744
236,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,0.0
237,"{'neg': 0.026, 'neu': 0.744, 'pos': 0.23, 'compound': 0.9635}",neu,0.23
238,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,0.0
239,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,0.0
240,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,0.0
241,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,0.0
242,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,0.0
243,"{'neg': 0.0, 'neu': 0.841, 'pos': 0.159, 'compound': 0.5267}",neu,0.159
244,"{'neg': 0.0, 'neu': 0.978, 'pos': 0.022, 'compound': 0.0772}",neu,0.022
245,"{'neg': 0.0, 'neu': 0.864, 'pos': 0.136, 'compound': 0.4574}",neu,0.136
246,"{'neg': 0.0, 'neu': 0.789, 'pos': 0.211, 'compound': 0.4939}",neu,0.211
247,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,0.0
248,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,0.0
249,"{'neg': 0.036, 'neu': 0.918, 'pos': 0.046, 'compound': 0.1027}",neu,0.046
250,"{'neg': 0.054, 'neu': 0.825, 'pos': 0.122, 'compound': 0.3716}",neu,0.122
251,"{'neg': 0.0, 'neu': 0.764, 'pos': 0.236, 'compound': 0.7964}",neu,0.236
252,"{'neg': 0.0, 'neu': 0.842, 'pos': 0.158, 'compound': 0.7703}",neu,0.158
253,"{'neg': 0.161, 'neu': 0.584, 'pos': 0.255, 'compound': 0.3818}",neu,0.255
254,"{'neg': 0.079, 'neu': 0.921, 'pos': 0.0, 'compound': -0.2023}",neu,0.0
255,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,0.0
256,"{'neg': 0.108, 'neu': 0.571, 'pos': 0.322, 'compound': 0.6282}",neu,0.322
257,"{'neg': 0.241, 'neu': 0.759, 'pos': 0.0, 'compound': -0.7906}",neu,0.0
258,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,0.0
259,"{'neg': 0.0, 'neu': 0.884, 'pos': 0.116, 'compound': 0.3612}",neu,0.116
260,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,0.0
261,"{'neg': 0.053, 'neu': 0.947, 'pos': 0.0, 'compound': -0.3802}",neu,0.0
262,"{'neg': 0.042, 'neu': 0.926, 'pos': 0.032, 'compound': -0.1984}",neu,0.032
263,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",neu,0.0
264,"{'neg': 0.162, 'neu': 0.608, 'pos': 0.229, 'compound': 0.3162}",neu,0.229
265,"{'neg': 0.0, 'neu': 0.919, 'pos': 0.081, 'compound': 0.6705}",neu,0.081
266,"{'neg': 0.0, 'neu': 0.834, 'pos': 0.166, 'compound': 0.4199}",neu,0.166
267,"{'neg': 0.0, 'neu': 0.934, 'pos': 0.066, 'compound': 0.4939}",neu,0.066
268,"{'neg': 0.06, 'neu': 0.94, 'pos': 0.0, 'compound': -0.5023}",neu,0.0
269,"{'neg': 0.035, 'neu': 0.867, 'pos': 0.098, 'compound': 0.5778}",neu,0.098
270,"{'neg': 0.204, 'neu': 0.796, 'pos': 0.0, 'compound': -0.5574}",neu,0.0
